Timestamp,Location,PM2.5,PM10,NO2,NH3,SO2,CO,O3,City,AQI
01-03-2024,Bengaluru - Silk Board,34.97,87.28,18.28,5.88,7.82,0.73,29.95,Bengaluru,87.28
02-03-2024,Bengaluru - Silk Board,38.39,96.02,16.2,5.92,6.1,0.71,30.1,Bengaluru,96.02
03-03-2024,Bengaluru - Silk Board,54.71,136.51,17.35,5.75,11.21,0.74,29.96,Bengaluru,124.5938926
04-03-2024,Bengaluru - Silk Board,45.26,127.33,18.72,6.02,7.05,0.83,29.87,Bengaluru,118.4944295
05-03-2024,Bengaluru - Silk Board,39.26,110.77,16.7,6.2,9.21,0.75,29.84,Bengaluru,107.4914765
06-03-2024,Bengaluru - Silk Board,44.27,132.01,18.84,6.18,9.49,0.83,29.8,Bengaluru,121.6039597
07-03-2024,Bengaluru - Silk Board,53.27,143.74,17.56,5.36,12.56,0.74,30,Bengaluru,129.3977181
08-03-2024,Bengaluru - Silk Board,52.24,133.26,17.37,6.2,19.73,0.83,29.74,Bengaluru,122.4344966
09-03-2024,Bengaluru - Silk Board,37.66,111.66,15.56,6.08,7.65,0.72,29.58,Bengaluru,108.0828188
10-03-2024,Bengaluru - Silk Board,47.59,107.17,11.89,6.46,10.55,0.71,29.68,Bengaluru,105.0995302
11-03-2024,Bengaluru - Silk Board,40.44,105.32,11.36,7.76,8.87,0.59,29.79,Bengaluru,103.8703356
12-03-2024,Bengaluru - Silk Board,45.4,103.91,15.72,9.36,10.6,0.45,29.73,Bengaluru,102.9334899
13-03-2024,Bengaluru - Silk Board,50.61,111.2,25.37,9.85,10.32,0.58,30.37,Bengaluru,107.7771812
14-03-2024,Bengaluru - Silk Board,48.31,106.3,25.25,18.7,9.64,0.56,29.58,Bengaluru,104.5214765
15-03-2024,Bengaluru - Silk Board,43.59,95.88,20.47,34.41,5.09,0.48,29.8,Bengaluru,95.88
16-03-2024,Bengaluru - Silk Board,38.78,85.41,18.15,30.87,8.79,0.43,29.73,Bengaluru,85.41
17-03-2024,Bengaluru - Silk Board,41.52,91.35,16.04,29.07,10.35,0.26,29.56,Bengaluru,91.35
18-03-2024,Bengaluru - Silk Board,50.98,112.12,19.5,28.8,10.92,0.42,30,Bengaluru,108.3884564
19-03-2024,Bengaluru - Silk Board,50.06,110.15,20.16,28.79,17.58,0.43,29.99,Bengaluru,107.0795302
20-03-2024,Bengaluru - Silk Board,50.18,110.43,19.36,28.65,15.41,0.43,29.75,Bengaluru,107.2655705
21-03-2024,Bengaluru - Silk Board,25.57,56.32,16.13,27.14,7.1,0.37,29.49,Bengaluru,56.32
22-03-2024,Bengaluru - Silk Board,34.93,76.95,17.06,26.85,6.92,0.44,29.39,Bengaluru,76.95
23-03-2024,Bengaluru - Silk Board,32.3,71.11,17.02,26.6,8.81,0.37,29.93,Bengaluru,71.11
24-03-2024,Bengaluru - Silk Board,32.28,71.05,16.43,26.31,10.34,0.32,29.46,Bengaluru,71.05
25-03-2024,Bengaluru - Silk Board,32.78,72.15,16.91,26.5,7.04,0.41,29.54,Bengaluru,72.15
26-03-2024,Bengaluru - Silk Board,31.51,69.46,17.73,26.2,8.11,0.36,29.73,Bengaluru,69.46
27-03-2024,Bengaluru - Silk Board,26.94,59.3,17.54,26.65,7.28,0.37,29.66,Bengaluru,59.3
28-03-2024,Bengaluru - Silk Board,34.59,76.12,19.09,25.82,11.29,0.42,29.68,Bengaluru,76.12
29-03-2024,Bengaluru - Silk Board,41.07,90.38,17.86,19.7,8.76,0.43,29.47,Bengaluru,90.38
30-03-2024,Bengaluru - Silk Board,33.66,74.18,18.53,20.18,7.53,0.43,29.79,Bengaluru,74.18
31-03-2024,Bengaluru - Silk Board,47.25,103.92,18.35,18.27,12.6,0.38,29.81,Bengaluru,102.9401342
01-04-2024,Bengaluru - Silk Board,36.07,79.49,23.71,23.09,7.59,0.62,29.51,Bengaluru,79.49
02-04-2024,Bengaluru - Silk Board,27.32,60.14,18.38,21.07,6.63,0.39,24.35,Bengaluru,60.14
03-04-2024,Bengaluru - Silk Board,28.47,62.76,17.52,21.26,9.04,0.37,24.67,Bengaluru,62.76
04-04-2024,Bengaluru - Silk Board,23.45,51.62,16.66,18.37,3.54,0.4,28.22,Bengaluru,51.62
05-04-2024,Bengaluru - Silk Board,31.96,70.36,17.25,18.11,8.22,0.39,36.3,Bengaluru,70.36
06-04-2024,Bengaluru - Silk Board,35.88,78.93,17.79,17.61,6.64,0.39,19.7,Bengaluru,78.93
07-04-2024,Bengaluru - Silk Board,27.62,60.76,15.23,16.92,5.51,0.39,19.79,Bengaluru,60.76
08-04-2024,Bengaluru - Silk Board,26.25,57.81,14.66,15.7,10.14,0.4,21.9,Bengaluru,57.81
09-04-2024,Bengaluru - Silk Board,28.38,62.51,13.15,15.95,7.92,0.36,19.44,Bengaluru,62.51
10-04-2024,Bengaluru - Silk Board,32.41,71.29,11.71,13.81,6.7,0.32,20.99,Bengaluru,71.29
11-04-2024,Bengaluru - Silk Board,30.68,67.59,9.4,11.61,10.95,0.27,19.51,Bengaluru,67.59
12-04-2024,Bengaluru - Silk Board,16.39,36.18,8.7,13.37,1.62,0.35,24,Bengaluru,36.18
13-04-2024,Bengaluru - Silk Board,24.96,54.99,8.61,12.09,6.86,0.34,19.94,Bengaluru,54.99
14-04-2024,Bengaluru - Silk Board,25.48,56.14,8.83,11.59,6.87,0.34,19.98,Bengaluru,56.14
15-04-2024,Bengaluru - Silk Board,22.86,50.41,8.41,11.33,4.67,0.34,23.37,Bengaluru,38.1
16-04-2024,Bengaluru - Silk Board,21.88,48.12,8.64,9.79,7.48,0.34,24.76,Bengaluru,48.12
17-04-2024,Bengaluru - Silk Board,35.96,79.16,9.81,8.02,5.59,0.43,24.97,Bengaluru,79.16
18-04-2024,Bengaluru - Silk Board,37.91,83.36,12.91,7.2,6.3,0.45,26.91,Bengaluru,83.36
19-04-2024,Bengaluru - Silk Board,37.53,82.65,8.23,5.97,6.66,0.49,24.68,Bengaluru,82.65
20-04-2024,Bengaluru - Silk Board,39.28,86.41,11.29,5.67,9.22,0.6,24.59,Bengaluru,86.41
21-04-2024,Bengaluru - Silk Board,164.23,122.4,6.01,1.6,7.88,0.33,24.9,Bengaluru,334.1765116
22-04-2024,Bengaluru - Silk Board,42.34,96.3,10.67,1.54,9.36,0.23,,Bengaluru,96.3
23-04-2024,Bengaluru - Silk Board,44.72,101.55,8.7,1.7,7.59,0.21,,Bengaluru,101.3654362
24-04-2024,Bengaluru - Silk Board,46.25,105.21,8.39,1.68,3.99,0.2,,Bengaluru,103.7972483
25-04-2024,Bengaluru - Silk Board,50.01,113.88,11.22,1.36,8.72,0.32,,Bengaluru,109.5578523
26-04-2024,Bengaluru - Silk Board,44.28,100.62,8.26,1.02,2.49,0.24,,Bengaluru,73.43862069
27-04-2024,Bengaluru - Silk Board,48.12,109.66,10.02,0.92,4.36,0.2,,Bengaluru,106.7539597
28-04-2024,Bengaluru - Silk Board,35.44,80.59,7.59,1.54,2.01,0.29,,Bengaluru,80.59
29-04-2024,Bengaluru - Silk Board,38.49,87.46,10.27,1.96,13.53,0.24,,Bengaluru,87.46
30-04-2024,Bengaluru - Silk Board,41.28,93.67,9.59,1.8,8.79,0.26,,Bengaluru,93.67
01-05-2024,Bengaluru - Silk Board,163.33,140.7,17.71,1.82,8.54,0.23,,Bengaluru,333.485814
02-05-2024,Bengaluru - Silk Board,59.07,134.41,12.99,1.81,6.64,0.26,,Bengaluru,123.1985906
03-05-2024,Bengaluru - Silk Board,56,128,,,,,,Bengaluru,118.9395973
04-05-2024,Bengaluru - Silk Board,189.81,272.1,19.92,3.29,21.26,0.91,,Bengaluru,353.8076744
05-05-2024,Bengaluru - Silk Board,65.26,148.35,15.15,2.21,8.82,0.21,,Bengaluru,132.4607383
06-05-2024,Bengaluru - Silk Board,58.81,133.78,15.53,2.2,5.77,0.21,,Bengaluru,122.78
07-05-2024,Bengaluru - Silk Board,38.43,87.6,13.37,2.12,4.21,0.21,,Bengaluru,87.6
08-05-2024,Bengaluru - Silk Board,72.44,112.24,13.34,2.23,4.33,0.24,,Bengaluru,140.0537931
09-05-2024,Bengaluru - Silk Board,50.96,121.24,11.02,1.73,5.12,0.21,,Bengaluru,114.4480537
10-05-2024,Bengaluru - Silk Board,40.53,96.21,10.77,1.89,6.59,0.21,,Bengaluru,96.21
11-05-2024,Bengaluru - Silk Board,36.54,86.9,12.25,2.24,6.06,0.22,,Bengaluru,86.9
12-05-2024,Bengaluru - Silk Board,36.4,86.73,,,3.4,0.23,,Bengaluru,86.73
13-05-2024,Bengaluru - Silk Board,39.02,92.97,11.57,2.13,5.17,0.23,,Bengaluru,92.97
14-05-2024,Bengaluru - Silk Board,21.4,80.17,12.93,2.37,7.43,0.24,,Bengaluru,80.17
15-05-2024,Bengaluru - Silk Board,34.05,127.58,15.31,2.09,6.82,0.23,,Bengaluru,118.6605369
16-05-2024,Bengaluru - Silk Board,28.34,93.68,11.34,2.16,6.83,0.22,,Bengaluru,93.68
17-05-2024,Bengaluru - Silk Board,18.11,71.5,11.99,2.22,7.73,0.21,,Bengaluru,71.5
18-05-2024,Bengaluru - Silk Board,23.61,88.47,10.24,2.22,11.56,0.23,,Bengaluru,88.47
19-05-2024,Bengaluru - Silk Board,19.29,66.21,13.98,2.51,8.46,0.23,,Bengaluru,66.21
20-05-2024,Bengaluru - Silk Board,17.12,66.38,12.38,2.39,5.28,0.25,,Bengaluru,66.38
21-05-2024,Bengaluru - Silk Board,10.09,50.39,10.52,2.44,5.66,0.21,,Bengaluru,16.81666667
22-05-2024,Bengaluru - Silk Board,16.72,129.61,11.91,2.45,6.51,0.2,,Bengaluru,120.0093289
23-05-2024,Bengaluru - Silk Board,16.07,90.7,9.6,2.36,6.75,0.22,,Bengaluru,90.7
24-05-2024,Bengaluru - Silk Board,30.62,139.8,,,5.78,0.23,,Bengaluru,126.7798658
25-05-2024,Bengaluru - Silk Board,27.66,178.15,13.01,2.37,9.13,0.23,,Bengaluru,152.2607383
26-05-2024,Bengaluru - Silk Board,21.14,122.04,10.74,2.44,6.2,0.22,,Bengaluru,114.9795973
27-05-2024,Bengaluru - Silk Board,25.33,149.76,14.08,2.33,6.89,0.24,,Bengaluru,133.3975839
28-05-2024,Bengaluru - Silk Board,27.61,149,14.96,2.45,10.62,0.26,,Bengaluru,132.8926174
29-05-2024,Bengaluru - Silk Board,23.86,137.94,21.53,2.84,3.9,0.23,,Bengaluru,125.5440268
30-05-2024,Bengaluru - Silk Board,24.49,135.81,23.11,3.03,8.05,0.23,,Bengaluru,124.1287919
31-05-2024,Bengaluru - Silk Board,27.16,149.32,26.3,3.2,7.79,0.33,,Bengaluru,133.1052349
01-06-2024,Bengaluru - Silk Board,23.95,91.2,17.92,2.7,5.32,0.21,,Bengaluru,91.2
02-06-2024,Bengaluru - Silk Board,15.85,36.03,12.38,2.72,7.08,0.2,,Bengaluru,36.03
03-06-2024,Bengaluru - Silk Board,22.9,157.03,21.66,2.93,10.71,0.24,,Bengaluru,138.2279866
04-06-2024,Bengaluru - Silk Board,20.27,113.95,14.42,2.82,8.68,0.25,,Bengaluru,109.6043624
05-06-2024,Bengaluru - Silk Board,20.39,142.13,16.25,2.87,7.29,0.23,,Bengaluru,128.3279866
06-06-2024,Bengaluru - Silk Board,16.13,141.2,15.53,2.96,7.71,0.23,,Bengaluru,127.7100671
07-06-2024,Bengaluru - Silk Board,9.48,63.29,15.52,3.08,8.79,0.21,,Bengaluru,63.29
08-06-2024,Bengaluru - Silk Board,11.15,108.89,12.17,2.94,7.35,0.41,,Bengaluru,106.242349
09-06-2024,Bengaluru - Silk Board,8.1,59.37,10.83,2.91,11.39,0.46,,Bengaluru,59.37
10-06-2024,Bengaluru - Silk Board,8.47,81.33,14.32,3.03,11.76,0.46,,Bengaluru,81.33
11-06-2024,Bengaluru - Silk Board,10.91,87.85,16.44,3.17,5.87,0.46,15.87,Bengaluru,87.85
12-06-2024,Bengaluru - Silk Board,9.87,81.95,17.14,3.11,7.36,0.42,17.12,Bengaluru,81.95
13-06-2024,Bengaluru - Silk Board,15.58,62.88,20.93,3.26,10.2,0.43,18.2,Bengaluru,62.88
14-06-2024,Bengaluru - Silk Board,18.27,136.09,19.89,3.25,8.88,0.46,,Bengaluru,124.3148322
15-06-2024,Bengaluru - Silk Board,20.6,112.59,17.24,3.1,7.33,0.46,,Bengaluru,108.7007383
16-06-2024,Bengaluru - Silk Board,10.99,66.51,11.61,2.92,6.09,0.47,,Bengaluru,66.51
17-06-2024,Bengaluru - Silk Board,8.94,47.76,10.65,2.93,8.25,0.53,,Bengaluru,47.76
18-06-2024,Bengaluru - Silk Board,10.62,55.29,12.03,2.91,6.39,0.44,,Bengaluru,55.29
19-06-2024,Bengaluru - Silk Board,13.12,79.76,17.98,3.27,4.7,0.47,,Bengaluru,79.76
20-06-2024,Bengaluru - Silk Board,15.9,76.89,14.8,3.11,9.14,0.46,,Bengaluru,76.89
21-06-2024,Bengaluru - Silk Board,16.77,90.43,17.36,3.22,8.88,0.49,11.86,Bengaluru,90.43
22-06-2024,Bengaluru - Silk Board,17.26,102.66,19.13,3.41,6.87,0.27,13.77,Bengaluru,102.102953
23-06-2024,Bengaluru - Silk Board,9.53,50.74,10.53,2.95,7.87,0.15,18.84,Bengaluru,18.84
24-06-2024,Bengaluru - Silk Board,12.16,80.75,15.64,3.24,6.43,0.07,15,Bengaluru,80.75
25-06-2024,Bengaluru - Silk Board,11.82,69.29,13.87,3.17,7.64,0.22,,Bengaluru,69.29
26-06-2024,Bengaluru - Silk Board,11.48,67.19,13.31,3.17,9.24,0.33,18.75,Bengaluru,67.19
27-06-2024,Bengaluru - Silk Board,9.34,59.9,16.22,3.44,8.7,0.49,12.04,Bengaluru,59.9
28-06-2024,Bengaluru - Silk Board,12.89,62.6,14.69,3.32,7.7,0.41,10.9,Bengaluru,62.6
29-06-2024,Bengaluru - Silk Board,13.98,94.66,15.18,3.41,10.37,0.51,10.82,Bengaluru,94.66
30-06-2024,Bengaluru - Silk Board,12.94,65.91,12.61,3.3,9.03,0.42,11.53,Bengaluru,65.91
01-07-2024,Bengaluru - Silk Board,10.52,64.25,15.97,3.5,9.07,0.49,11.76,Bengaluru,64.25
02-07-2024,Bengaluru - Silk Board,10.62,81.44,16.36,3.56,10.16,0.48,10.66,Bengaluru,81.44
03-07-2024,Bengaluru - Silk Board,13.01,70.04,15.9,3.61,8.81,0.42,10.66,Bengaluru,70.04
04-07-2024,Bengaluru - Silk Board,15.49,101.44,21.12,3.78,8.14,0.48,11.3,Bengaluru,101.292349
05-07-2024,Bengaluru - Silk Board,10.9,67.4,15.44,3.29,11.07,0.43,12.24,Bengaluru,67.4
06-07-2024,Bengaluru - Silk Board,12.71,89.27,16.6,3.44,7.85,0.45,15.71,Bengaluru,89.27
07-07-2024,Bengaluru - Silk Board,13.08,64.84,14.21,3.28,7.99,0.43,17.07,Bengaluru,64.84
08-07-2024,Bengaluru - Silk Board,13.58,62.31,14.95,3.28,10.01,0.52,15.77,Bengaluru,62.31
09-07-2024,Bengaluru - Silk Board,14.01,91.36,16.23,3.41,6.54,0.42,16.52,Bengaluru,91.36
10-07-2024,Bengaluru - Silk Board,20.93,94.52,17.21,3.36,8.71,0.53,18.26,Bengaluru,94.52
11-07-2024,Bengaluru - Silk Board,18.17,115.02,18.97,3.52,7.58,0.49,14.87,Bengaluru,110.315302
12-07-2024,Bengaluru - Silk Board,12.91,67.33,17.48,3.43,10.01,0.46,14.89,Bengaluru,67.33
13-07-2024,Bengaluru - Silk Board,12.48,98,14.64,3.34,12.02,0.44,17.95,Bengaluru,98
14-07-2024,Bengaluru - Silk Board,7.84,70.17,12.59,3.22,7.98,0.46,17.06,Bengaluru,70.17
15-07-2024,Bengaluru - Silk Board,7.82,34.01,15.18,3.46,10.27,0.46,15.28,Bengaluru,34.01
16-07-2024,Bengaluru - Silk Board,7.9,65.59,13.6,3.37,8.16,0.4,15.95,Bengaluru,65.59
17-07-2024,Bengaluru - Silk Board,7.3,90.73,13.07,3.32,5.76,0.41,14.28,Bengaluru,90.73
18-07-2024,Bengaluru - Silk Board,6,50.65,16.42,3.48,6.77,0.43,13.25,Bengaluru,21.5
19-07-2024,Bengaluru - Silk Board,6.85,41.83,17.08,3.51,8.43,0.49,13.19,Bengaluru,41.83
20-07-2024,Bengaluru - Silk Board,10.7,108.67,14.45,3.37,7.94,0.44,12.96,Bengaluru,106.0961745
21-07-2024,Bengaluru - Silk Board,9,76.48,12.76,3.24,7.86,0.4,11.29,Bengaluru,76.48
22-07-2024,Bengaluru - Silk Board,11.32,88.76,15.11,3.41,8.87,0.46,11.66,Bengaluru,88.76
23-07-2024,Bengaluru - Silk Board,7.93,72.56,18.23,3.58,9.41,0.45,11.13,Bengaluru,72.56
24-07-2024,Bengaluru - Silk Board,7.85,53.02,19.37,3.69,9.65,0.45,10.8,Bengaluru,53.02
25-07-2024,Bengaluru - Silk Board,7.81,77.14,18.28,3.65,9.89,0.55,10.33,Bengaluru,77.14
26-07-2024,Bengaluru - Silk Board,9.06,103.69,18.72,3.67,8.42,0.49,10.24,Bengaluru,102.7873154
27-07-2024,Bengaluru - Silk Board,8.61,114.38,16.79,3.57,7.77,0.43,11.06,Bengaluru,109.8900671
28-07-2024,Bengaluru - Silk Board,9.36,97.45,11.73,3.25,7.8,0.38,,Bengaluru,97.45
29-07-2024,Bengaluru - Silk Board,15.15,110.98,16.35,3.46,8.82,0.51,6.14,Bengaluru,107.6310067
30-07-2024,Bengaluru - Silk Board,7.4,55.21,16.71,3.58,9.03,0.51,15.84,Bengaluru,55.21
31-07-2024,Bengaluru - Silk Board,18.07,106.29,19.47,3.75,9.11,0.51,14.94,Bengaluru,104.5148322
01-08-2024,Bengaluru - Silk Board,12.88,106.79,18.21,3.7,9.1,0.52,15.87,Bengaluru,104.847047
02-08-2024,Bengaluru - Silk Board,9.38,79.66,17.22,3.38,8.47,0.81,27.6,Bengaluru,79.66
03-08-2024,Bengaluru - Silk Board,15.11,148.44,19.48,2.89,7.84,0.64,19.42,Bengaluru,132.5205369
04-08-2024,Bengaluru - Silk Board,11.7,107.36,16.53,2.87,7.42,0.65,18.6,Bengaluru,105.2257718
05-08-2024,Bengaluru - Silk Board,11.53,94.36,22.25,2.97,9.31,0.98,19.36,Bengaluru,94.36
06-08-2024,Bengaluru - Silk Board,10.7,71.21,24.11,2.97,10.28,1.01,16.26,Bengaluru,71.21
07-08-2024,Bengaluru - Silk Board,17.76,153.79,24.76,3.06,13.32,1.09,14.84,Bengaluru,136.0752349
08-08-2024,Bengaluru - Silk Board,18.05,146.45,23.13,3.05,7.58,0.68,15.36,Bengaluru,131.1983221
09-08-2024,Bengaluru - Silk Board,20.98,190.78,25.89,3.14,8.52,1.08,15.67,Bengaluru,160.6524832
10-08-2024,Bengaluru - Silk Board,18.49,137.76,24.04,3.13,6.43,1.18,16.01,Bengaluru,125.4244295
11-08-2024,Bengaluru - Silk Board,15.9,147.56,19.73,3.12,8.26,0.7,13.53,Bengaluru,131.9358389
12-08-2024,Bengaluru - Silk Board,19.44,150.56,26.4,3.18,6.16,1.03,12.73,Bengaluru,133.9291275
13-08-2024,Bengaluru - Silk Board,15.46,65.73,15.62,2.88,6.98,0.67,14.4,Bengaluru,65.73
14-08-2024,Bengaluru - Silk Board,28.01,88.26,14.89,2.72,4.58,0.62,14.27,Bengaluru,88.26
15-08-2024,Bengaluru - Silk Board,17.17,76.69,12.45,2.74,9.36,0.63,6.89,Bengaluru,76.69
16-08-2024,Bengaluru - Silk Board,27.36,80.75,18.47,2.99,7.85,0.77,14.96,Bengaluru,80.75
17-08-2024,Bengaluru - Silk Board,15.96,73.77,14.71,3,8.13,0.66,18.91,Bengaluru,73.77
18-08-2024,Bengaluru - Silk Board,15.97,95.01,17.55,3.33,8.7,0.91,17.9,Bengaluru,95.01
19-08-2024,Bengaluru - Silk Board,19.14,111.48,23.15,3.69,7.5,0.85,18.99,Bengaluru,107.9632215
20-08-2024,Bengaluru - Silk Board,15.29,91.76,20.38,3.5,7.39,0.98,19.6,Bengaluru,91.76
21-08-2024,Bengaluru - Silk Board,10.16,63.86,17.91,3.51,10.31,0.66,19.38,Bengaluru,63.86
22-08-2024,Bengaluru - Silk Board,13.94,105.03,25.28,4.24,6.7,0.75,19.98,Bengaluru,103.677651
23-08-2024,Bengaluru - Silk Board,15.22,122.95,20.48,4.13,7.98,0.73,17.89,Bengaluru,115.5842282
24-08-2024,Bengaluru - Silk Board,13.45,137.15,21.73,4.27,6.72,0.62,9.79,Bengaluru,125.0191275
25-08-2024,Bengaluru - Silk Board,10.36,98.57,16.16,3.88,9.47,0.61,9.85,Bengaluru,98.57
26-08-2024,Bengaluru - Silk Board,7.44,85.48,14.25,3.62,8.6,0.68,9.93,Bengaluru,85.48
27-08-2024,Bengaluru - Silk Board,9.44,84.84,13.73,3.6,7.75,0.61,10.1,Bengaluru,84.84
28-08-2024,Bengaluru - Silk Board,9.84,119.22,18.96,4.03,8.15,0.82,9.68,Bengaluru,113.105906
29-08-2024,Bengaluru - Silk Board,9.65,95.67,19.34,4.01,10.24,0.86,9.69,Bengaluru,95.67
30-08-2024,Bengaluru - Silk Board,13.64,128.95,26.25,4.54,8.03,0.95,9.44,Bengaluru,119.5708054
31-08-2024,Bengaluru - Silk Board,11.49,143.81,14,3.69,10.28,0.81,9.51,Bengaluru,129.4442282
01-09-2024,Bengaluru - Silk Board,10.14,118.04,14.7,3.9,9.93,0.7,9.6,Bengaluru,112.3218792
02-09-2024,Bengaluru - Silk Board,12.33,94.93,,,6.82,0.97,9.4,Bengaluru,94.93
03-09-2024,Bengaluru - Silk Board,15.43,152.11,17.76,11.05,7.41,0.72,9.66,Bengaluru,134.9589933
04-09-2024,Bengaluru - Silk Board,16.16,160.61,14.33,10.6,10.06,0.63,9.62,Bengaluru,140.6066443
05-09-2024,Bengaluru - Silk Board,17.65,157.97,15.46,10.58,8.35,1.02,9.4,Bengaluru,138.8525503
06-09-2024,Bengaluru - Silk Board,15.3,146.44,14.9,10.54,8.92,0.82,9.47,Bengaluru,131.1916779
07-09-2024,Bengaluru - Silk Board,12.21,92,12.89,10.58,6.69,0.78,9.47,Bengaluru,92
08-09-2024,Bengaluru - Silk Board,8.9,72.9,11.37,10.6,6.4,0.56,9.46,Bengaluru,72.9
09-09-2024,Bengaluru - Silk Board,9.83,94.73,12.79,10.56,7.56,0.67,9.36,Bengaluru,94.73
10-09-2024,Bengaluru - Silk Board,12.13,105.25,13.45,10.55,8.47,0.78,9.38,Bengaluru,103.8238255
11-09-2024,Bengaluru - Silk Board,14.36,115.74,14.72,10.52,9.55,0.82,9.1,Bengaluru,110.7936913
12-09-2024,Bengaluru - Silk Board,18.09,112.83,15.57,10.54,10.87,0.92,12.9,Bengaluru,108.8602013
13-09-2024,Bengaluru - Silk Board,18.01,114.59,15.61,10.45,10.15,0.89,15.21,Bengaluru,110.0295973
14-09-2024,Bengaluru - Silk Board,20.94,115.52,13.51,10.49,9.13,0.81,14.78,Bengaluru,110.6475168
15-09-2024,Bengaluru - Silk Board,13.57,76.07,11.48,10.62,9.1,0.46,15.17,Bengaluru,76.07
16-09-2024,Bengaluru - Silk Board,16.86,89.95,15.09,10.6,10.45,0.8,15.33,Bengaluru,89.95
17-09-2024,Bengaluru - Silk Board,15.07,81.81,13.92,10.62,7.73,0.7,15.04,Bengaluru,81.81
18-09-2024,Bengaluru - Silk Board,23.59,147.89,17.82,10.59,9.86,1.14,15.13,Bengaluru,132.1551007
19-09-2024,Bengaluru - Silk Board,21.92,103.07,15.26,10.63,6.46,0.92,14.65,Bengaluru,102.3753691
20-09-2024,Bengaluru - Silk Board,23.36,100.41,15.29,10.66,9.48,0.74,14.95,Bengaluru,38.93333333
21-09-2024,Bengaluru - Silk Board,22.5,94.28,15.28,10.62,7.19,0.91,14.98,Bengaluru,94.28
22-09-2024,Bengaluru - Silk Board,16.68,60.97,13.55,10.59,6.66,0.72,15.29,Bengaluru,60.97
23-09-2024,Bengaluru - Silk Board,14.68,73.4,,,7.59,0.89,15.04,Bengaluru,73.4
24-09-2024,Bengaluru - Silk Board,12.36,69.32,,,8.1,0.76,15.04,Bengaluru,69.32
25-09-2024,Bengaluru - Silk Board,10.57,80.76,,,9.85,0.66,15.39,Bengaluru,80.76
26-09-2024,Bengaluru - Silk Board,14.85,82.72,,,7.66,0.71,15.38,Bengaluru,82.72
27-09-2024,Bengaluru - Silk Board,16.38,92.9,,,9.2,0.9,15.06,Bengaluru,92.9
28-09-2024,Bengaluru - Silk Board,23.46,98.01,,,8.81,0.89,18.81,Bengaluru,98.01
29-09-2024,Bengaluru - Silk Board,20.52,41.51,,,6.99,0.52,22.86,Bengaluru,41.51
30-09-2024,Bengaluru - Silk Board,28.76,56.16,,,7.03,0.46,20.05,Bengaluru,56.16
01-10-2024,Bengaluru - Silk Board,29.47,95.14,,,9.97,0.9,18.86,Bengaluru,95.14
02-10-2024,Bengaluru - Silk Board,20.65,64.28,,,8.07,0.6,22,Bengaluru,64.28
03-10-2024,Bengaluru - Silk Board,18.22,98.49,,,8.44,1.06,14.71,Bengaluru,98.49
04-10-2024,Bengaluru - Silk Board,26.64,103.06,,,8.3,1.11,15.44,Bengaluru,102.3687248
05-10-2024,Bengaluru - Silk Board,16.26,50.43,,,8.34,0.92,13.86,Bengaluru,46
06-10-2024,Bengaluru - Silk Board,25.54,60.82,,,7.8,0.66,23.13,Bengaluru,60.82
07-10-2024,Bengaluru - Silk Board,41.16,92.3,,,6.39,0.66,24.01,Bengaluru,92.3
08-10-2024,Bengaluru - Silk Board,24.64,58.4,,,10.39,0.77,20.99,Bengaluru,58.4
09-10-2024,Bengaluru - Silk Board,20.14,57.38,,,10.11,0.61,15,Bengaluru,57.38
10-10-2024,Bengaluru - Silk Board,22.68,62.71,,,10.07,0.58,14.51,Bengaluru,62.71
11-10-2024,Bengaluru - Silk Board,22.2,41.51,,,9.92,0.54,14.48,Bengaluru,41.51
12-10-2024,Bengaluru - Silk Board,11.53,22.68,,,8.57,0.48,12.33,Bengaluru,24
13-10-2024,Bengaluru - Silk Board,7.79,22.75,,,9.21,0.47,12.45,Bengaluru,23.5
14-10-2024,Bengaluru - Silk Board,7.94,40.36,,,10.58,0.71,11.13,Bengaluru,40.36
15-10-2024,Bengaluru - Silk Board,14.33,23.08,,,9.57,0.94,9.56,Bengaluru,47
16-10-2024,Bengaluru - Silk Board,19.08,32.95,,,8.06,1.37,9.67,Bengaluru,65.7
17-10-2024,Bengaluru - Silk Board,12.11,71.98,,,9.04,0.77,8.76,Bengaluru,71.98
18-10-2024,Bengaluru - Silk Board,16.04,122.73,,,9.91,0.85,8.2,Bengaluru,115.4380537
19-10-2024,Bengaluru - Silk Board,19.22,52.5,,,9.33,0.89,12.03,Bengaluru,52.5
20-10-2024,Bengaluru - Silk Board,15.59,32.64,,,5.2,0.61,19.78,Bengaluru,32.64
21-10-2024,Bengaluru - Silk Board,19.75,47.48,,,9.19,0.65,24.14,Bengaluru,47.48
22-10-2024,Bengaluru - Silk Board,10.28,33.95,,,8.78,0.84,18.92,Bengaluru,42
23-10-2024,Bengaluru - Silk Board,23.8,65.78,,,6.77,1.19,19.98,Bengaluru,65.78
24-10-2024,Bengaluru - Silk Board,28.04,126.49,,,9.68,1.23,16.89,Bengaluru,117.9363087
25-10-2024,Bengaluru - Silk Board,61.1,283.05,,,7.7,1.07,16.77,Bengaluru,233.05
26-10-2024,Bengaluru - Silk Board,65.89,260.8,10.12,6.79,4.92,0.77,16.76,Bengaluru,210.8
27-10-2024,Bengaluru - Silk Board,61.33,250.92,60.8,4.5,4.2,0.79,13.3,Bengaluru,102.1265517
